Team,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,Season,Season Type,Match Count
Philadelphia 76ers,100.38,109.49,6.62,8.54,9.07,11.39,32.7,33.59,20.23,20.49,6.99,8.16,3.4,5.69,15.5,13.85,26.09,22.96,2008-2009,POFF,6
Portland Trailblazers,104.81,110.56,6.61,7.77,11.82,9.96,31.86,37.85,17.64,20.72,7.21,6.77,9.02,3.98,12.83,13.15,26.05,23.9,2008-2009,POFF,6
San Antonio Spurs,105.12,111.83,6.74,9.05,10.23,10.21,33.49,37.82,18.61,19.95,6.51,8.35,3.49,5.34,12.56,12.53,25.58,21.58,2008-2009,POFF,5
Utah Jazz,103.4,113.89,5.31,8.76,14.01,11.33,31.21,32.27,26.96,23.93,10.4,8.97,3.61,5.98,14.86,16.45,25.27,26.07,2008-2009,POFF,5
Atlanta Hawks,112.42,107.54,7.07,6.49,13.07,12.46,33.05,33.4,24.12,23.24,7.98,6.84,5.57,4.85,12.69,14.45,22,21.38,2009-2010,REG,82
Boston Celtics,108.42,104.47,6.65,6.27,9.54,11.57,32.64,32.24,25.72,21.13,9.34,7.71,5.36,5.15,15.35,16.37,24.2,23.69,2009-2010,REG,82
Charlotte Bobcats,105.28,103.5,6.2,7.71,11.56,11.68,33.55,32.05,22.34,22.41,8.52,8.26,6.01,6.75,16.44,16.1,21.52,24.27,2009-2010,REG,82
Chicago Bulls,103.86,105.7,4.57,7.6,12.18,11.91,35.28,33.67,22.14,22.31,6.9,7.52,6.21,5.7,14.57,13.49,21.41,21.37,2009-2010,REG,82
Cleveland Cavaliers,112.24,104.88,8.07,7.01,10.6,10.63,36.09,31.66,24.6,22.23,7.56,7.25,5.7,4.35,14.33,13.26,21.33,22.86,2009-2010,REG,82
Dallas Mavericks,109.55,106.56,7.31,6.87,10.92,12.07,33.87,33.93,25.11,21.72,8.17,7.37,5.88,4.41,13.29,14.75,20.47,21.62,2009-2010,REG,82
Denver Nuggets,112.23,107.88,6.99,6.72,11.43,12.27,32.21,32.3,22.1,22.14,8.78,7.43,5.36,5.63,14.25,15.04,23.71,24.97,2009-2010,REG,82
Detroit Pistons,106,111.88,5.14,7.82,14.48,11.2,30.83,33.31,21.88,26.13,8.2,7.56,4.3,5.52,14.25,15.43,25.05,23.43,2009-2010,REG,82
Golden State Warriors,108.38,111.88,7.69,6.88,9.15,13.35,29.12,34.5,22.34,24.02,9.24,7.83,4.13,4.94,14.24,17.01,22.91,21.33,2009-2010,REG,82
Houston Rockets,107.97,108.61,8.31,6.3,12.49,11.28,31.78,33.93,23.02,22.12,7.5,7.7,4.09,6.86,14.56,14.99,22.02,23.72,2009-2010,REG,82
Indiana Pacers,104.29,107.46,8.32,6.44,9.91,12.24,33.04,36.02,21.84,21.39,7.38,8.26,5.54,5.23,14.74,14.66,23.33,21.58,2009-2010,REG,82
Los Angeles Clippers,103.82,110.7,6.39,7,12.26,11.63,33.1,32.93,23.94,25.47,7.04,9.07,6.16,4.8,16.19,13.4,20.91,21,2009-2010,REG,82
Los Angeles Lakers,109.14,104.06,6.96,6.81,12.73,11.96,34.84,33.32,22.64,23.45,8.01,7.5,5.24,4.75,13.95,14.36,20.84,22.73,2009-2010,REG,82
Memphis Grizzlies,108.93,110.35,4.46,7.4,13.87,11.74,32.35,30.4,20,24.26,8.36,8.22,5.17,6.48,15.39,14.58,21.45,23.81,2009-2010,REG,82
Miami Heat,107.44,104.59,6.71,7.09,11.88,11.59,34.66,33.61,21.02,20.91,8.21,7,6.2,4.81,13.73,15.23,23.22,22.19,2009-2010,REG,82
Milwaukee Bucks,105.13,103.43,8.47,5.76,12.67,10.38,33.61,35.77,22.84,20.78,7.61,7.53,5.05,5.53,13.65,15.8,23.93,21.87,2009-2010,REG,82
Minnesota Timberwolves,102.04,111.89,5.11,7.82,12.19,11.61,32.4,33.42,20.61,26.62,7.57,9.13,3.88,5.6,16.22,14.15,21.53,21.35,2009-2010,REG,82
New Jersey Nets,100.49,110.65,5,6.22,11.9,12.3,31.28,35.67,20.43,26.06,7.6,8.48,5.21,5.6,14.7,14.53,21.8,21.9,2009-2010,REG,82
New Orleans Hornets,107.61,110.64,7.48,7.08,11.15,11.43,32.07,33.97,23.93,25.29,8.18,7.54,3.93,4.82,13.73,14.82,21.02,20.98,2009-2010,REG,82
New York Knicks,107.9,111.85,9.58,7.12,10.77,12.35,31.92,35.08,22.84,22.19,7.55,7.53,3.93,4.74,14.19,14.73,21.11,20.29,2009-2010,REG,82
Oklahoma City Thunder,108.67,104.72,5.46,6.27,12.54,12.21,34.04,31.24,21.4,21.08,8.54,8.03,6.28,5,15.2,15.42,22.76,22.87,2009-2010,REG,82
Orlando Magic,112.47,104.15,11.23,6.96,10.81,10.67,36.52,33.08,21.56,20.66,6.83,7.35,6.09,3.84,14.91,13.15,21.74,24.25,2009-2010,REG,82
Philadelphia 76ers,106.08,110.68,6.27,8.05,12.46,11.79,32.05,32.8,22.81,24.04,8.83,8.25,5.81,4.41,15.02,14.86,22.2,20.37,2009-2010,REG,82
Phoenix Suns,115.89,110.48,9.36,7.18,11.67,13.83,33.54,30.58,24.51,21.8,6.14,8.26,5.36,4.67,14.83,13.07,21.96,22.88,2009-2010,REG,82
Portland Trailblazers,111.52,107.57,6.81,6.64,12.66,11.08,33.03,32.13,23.21,21.9,7.25,6.71,4.85,4.61,13.1,14.54,23.77,24.45,2009-2010,REG,82
Sacramento Kings,105.67,110.33,6.21,6.41,12.59,11.72,32.45,32.72,21.64,21.7,7.27,7.56,4.72,6.03,15.01,13.94,23.54,21.27,2009-2010,REG,82
San Antonio Spurs,110.75,105.2,7.38,5.49,11.82,10.85,34.92,32.34,24.37,21,6.88,7.56,5.08,5.56,14.15,13.18,22.24,22.28,2009-2010,REG,82
Toronto Raptors,111.85,113.6,6.79,7.97,10.56,12.21,32.86,32.1,23.64,24.72,6.15,7.59,5.03,4.71,13.85,12.88,23.84,22.64,2009-2010,REG,82
Utah Jazz,111.14,105.55,5.71,7.19,11.34,10.89,33.65,30.93,28.44,21.19,8.78,8.23,5.2,5.79,15.55,15.37,24.17,23.66,2009-2010,REG,82
Washington Wizards,104.5,109.87,5.72,7,12.79,12.4,32.55,33.55,20.62,23.5,6.53,7.55,5.58,5.5,15.33,13.9,23.2,22.33,2009-2010,REG,82
Atlanta Hawks,104.79,113.26,5.33,9.63,15.23,12.09,31.52,36.04,19.17,21.5,7.46,6.85,5.96,4.71,12.14,13.05,24.81,24.28,2009-2010,POFF,11
Boston Celtics,105.08,102.48,6.48,6.8,9.89,11.58,33.91,33.08,23.65,18.42,8.96,7.78,5.13,6.09,14.74,16.54,27.52,25.54,2009-2010,POFF,24
Charlotte Bobcats,100.59,112.8,5.59,13.39,10,11.01,32.94,33.93,23.82,18.45,6.47,9.23,5.29,7.74,16.77,13.99,31.47,27.98,2009-2010,POFF,4
Chicago Bulls,104.3,113.95,3.44,11.16,11.61,9.66,32.47,34.76,20.43,24.89,6.24,5.58,3.23,8.8,10.11,14.16,23.01,22.53,2009-2010,POFF,5
Cleveland Cavaliers,108.15,106.67,7.75,4.61,9.32,10.78,33.56,32.75,22.77,22.84,6.58,7.35,7.16,4.51,15.6,12.06,23.65,26.47,2009-2010,POFF,11
Dallas Mavericks,105.29,105.66,7.18,4.72,13.61,12.64,36.11,34.72,20.98,20.57,8.51,6.98,5.67,3.59,13.42,13.96,25.52,22.45,2009-2010,POFF,6
Denver Nuggets,114.09,115.3,6.78,6.61,10.78,9.22,30.61,30.96,20,25.74,8.52,5.74,4.87,4.52,13.91,14.44,32.17,29.04,2009-2010,POFF,6
Los Angeles Lakers,112.92,108.43,7.63,6.88,14.28,12.8,33.66,31.8,21.95,22.25,7.48,7.32,6.95,5.38,13.31,13.23,25.94,25.98,2009-2010,POFF,23
Miami Heat,97.55,106.21,7.57,7.98,10.47,8.2,31.4,35.7,19.6,24.39,7.8,10.64,5.57,4.88,17.82,16.19,25.39,20.84,2009-2010,POFF,5
Milwaukee Bucks,105.71,109.52,7.72,5.84,13.09,16.19,32.89,33.72,19.13,21.04,7.38,7.51,3.86,8.01,13.26,12.86,24.66,22.37,2009-2010,POFF,7
Oklahoma City Thunder,103.49,105.92,6.07,8.32,12.87,12.57,34.93,35.49,17.83,23.11,7.17,6.84,6.8,6.84,12.5,13.86,25.18,27.54,2009-2010,POFF,6
Orlando Magic,112.11,101.48,11.44,6.02,10.78,10.55,36.07,32.56,19.57,21.11,7.46,7.91,6.39,4.37,15.17,13.93,25.95,30.09,2009-2010,POFF,14
Phoenix Suns,118.95,113.42,10.41,7.82,11.87,12.31,32.69,31.4,23.11,24.14,6.52,7.4,4.58,5.74,13.32,12.45,24.84,25.73,2009-2010,POFF,16
Portland Trailblazers,107.52,119.92,7.32,11.61,12.52,12.57,30.64,34.82,22.54,24.37,6.94,6,5.01,4.84,12.33,13.73,26.78,28.05,2009-2010,POFF,6
San Antonio Spurs,106.07,109.82,5.3,8.72,11.15,12.25,34.22,35.21,21.19,20.31,7.51,7.84,4.75,4.97,13.8,13.69,23.18,24.95,2009-2010,POFF,10
Utah Jazz,113.69,116.15,6.9,6.8,11.57,12.43,30.47,32.2,25.27,20.3,6.26,7.97,4.67,6.16,13.59,13.5,28.66,28.91,2009-2010,POFF,10
Atlanta Hawks,106.52,107.65,6.87,6.29,10.42,11.5,33.64,34.09,24.64,23.99,6.8,7.51,4.66,4.77,14.33,13.37,21.25,20.78,2010-2011,REG,82
Boston Celtics,106.75,100.89,5.5,5.98,8.62,11.64,34.29,32.23,25.91,20.7,9.12,7.75,4.64,4.91,15.04,16.11,22.64,22.4,2010-2011,REG,82
Charlotte Bobcats,103.9,108.52,5.34,7.85,11.52,10.94,33.19,33.27,23.47,24.17,7.12,8.18,5.88,6.75,15.25,13.98,22.23,23.53,2010-2011,REG,82
Chicago Bulls,109.06,100.63,6.89,5.74,13.04,11.13,35.79,31.21,24.64,20.91,7.98,7.63,6.31,6.41,14.89,14.76,22.1,22.11,2010-2011,REG,82
Cleveland Cavaliers,102.81,112.39,6.69,8.71,11.24,11.73,32.17,35.11,22.59,26.03,7.15,8.12,4.48,6.42,14.78,14.01,21.65,22.92,2010-2011,REG,82
Dallas Mavericks,110.11,105.34,8.64,6.8,10.45,11.77,35.07,32.9,26.18,22.6,7.46,8.34,4.72,4.05,14.83,14.29,21.1,22.08,2010-2011,REG,82
Denver Nuggets,113.08,108.05,8.5,7.39,10.15,11.09,34.04,32.4,23.27,23.35,7.76,7.84,4.52,6.26,14.5,13.82,22.06,23.92,2010-2011,REG,82
Detroit Pistons,108.44,112.31,6.44,7.12,12.7,11.8,30.5,33.64,23.6,26.02,8.12,7.74,4.47,5.19,13.65,15.19,22.22,21.04,2010-2011,REG,82
Golden State Warriors,108.49,110.99,8.77,7.26,12.22,13.46,30.33,33.59,23.64,25.98,9.43,8.6,5.2,4.51,14.81,16.1,23.11,19.36,2010-2011,REG,82
Houston Rockets,111.43,109.3,8.69,5.76,12.34,12.27,32.71,32.79,25.08,21.94,7.46,7.56,4.76,5.77,13.45,14.03,21.06,22.54,2010-2011,REG,82
Indiana Pacers,105.17,106.53,7.52,6.58,11.75,11.99,34.15,33.72,20.7,21.51,7.51,7.92,5.86,6.02,15.55,14.14,22.9,22.64,2010-2011,REG,82
Los Angeles Clippers,106.04,109.72,6.73,7.68,12.52,12.02,32.79,31.68,23.77,24.02,7.67,8.66,5.27,5.31,16.69,13.97,22.72,23.81,2010-2011,REG,82
Los Angeles Lakers,111.38,104.53,7.01,7.46,13.24,13.39,35.02,32.07,24.11,24.42,8.06,7.82,5.65,4.97,13.8,14.32,20.81,22.72,2010-2011,REG,82
Memphis Grizzlies,108.57,105.66,4.09,7.75,12.85,11.95,31.68,31.52,22.4,22.76,10.22,8.09,5.84,6.67,14.59,17.19,22.59,23.16,2010-2011,REG,82
Miami Heat,112.4,104,7.35,7.32,10.61,11.58,35.81,31.49,22.01,22.13,7.31,7.7,5.78,3.3,14.56,13.65,22.48,23.97,2010-2011,REG,82
Milwaukee Bucks,101.96,102.84,6.54,5.91,11.67,11.31,33.56,35.56,20.91,22.41,8.35,6.86,5.4,5.3,13.89,16.23,22.76,22.91,2010-2011,REG,82
Minnesota Timberwolves,104.53,111.45,7.43,8.06,13.68,11.52,32.24,32.52,20.81,25.63,7.47,9.8,5.32,5.64,17.1,14.3,23.02,21.67,2010-2011,REG,82
New Jersey Nets,103.28,110.58,6.14,6.81,12.16,11.4,32.63,34.58,23.04,24.5,6.13,7.53,5.14,5.04,14.3,12.95,24.17,22,2010-2011,REG,82
New Orleans Hornets,106.67,105.86,6.09,7.65,11.29,10.56,33.82,33.73,23.17,23.87,8.55,6.82,4.92,5.44,13.72,15.45,23.56,22.98,2010-2011,REG,82
New York Knicks,111.33,110.4,9.75,6.83,10.8,12.28,31.49,33.69,22.4,21.42,7.97,7.46,6.06,4.58,13.95,14.94,22.22,21.69,2010-2011,REG,82
Oklahoma City Thunder,111.09,107.22,6.29,6.24,11.67,12.06,33.65,31,21.61,22.16,8.45,7.6,6.29,4.61,14.27,14.15,23.73,22.87,2010-2011,REG,82
Orlando Magic,109.02,102.8,10.32,6.9,11.58,10.77,35.9,32.76,21.92,22.01,7.34,8.1,5.15,4.15,15.81,14.15,21.98,23.95,2010-2011,REG,82
Philadelphia 76ers,106.89,105.09,5.83,6.15,11.19,11.58,33.94,34.28,24.5,23.16,8.18,7.66,4.67,4.94,13.18,14.58,20.96,20.29,2010-2011,REG,82
Phoenix Suns,109.86,110.62,8.94,7.45,10.48,12.55,31.62,33.72,24.82,24.08,6.95,8.2,4.56,4.54,14.24,14.41,21.26,22.17,2010-2011,REG,82
Portland Trailblazers,108.96,107.14,7.15,7.29,13.74,11.97,30.77,32.88,23.96,21.69,9.11,7.8,4.94,4.67,14.05,17.04,21.87,24.03,2010-2011,REG,82
Sacramento Kings,104.13,109.64,5.47,6.13,13.68,11.08,32.27,32.01,21.4,22.71,7.77,8.5,5,5.92,16.38,14.73,23.06,21.99,2010-2011,REG,82
San Antonio Spurs,111.8,105.78,9.01,6.31,10.9,11.64,34.23,32.84,24.14,22.19,7.92,7.47,4.89,4.92,13.86,13.98,20.46,22.4,2010-2011,REG,82
Toronto Raptors,106.49,113.43,4.52,7.1,12.62,11.98,30.71,32.26,23.53,24.34,7.62,8.21,4.59,5.99,15.1,14.4,23.69,21.27,2010-2011,REG,82
Utah Jazz,108.48,110.47,5.79,7.88,11.95,12.31,31.11,32.28,25.56,22.62,8.37,8.1,6.44,5.47,14.8,15.21,24.81,23.98,2010-2011,REG,82
Washington Wizards,102.81,110.66,5.05,7.22,13.06,12.81,30.6,33.61,20.52,24.47,8.57,8.04,6.47,5.32,15.58,15.84,23.84,21.43,2010-2011,REG,82
Atlanta Hawks,101.27,106.98,5.28,6.88,10.57,13.86,33.07,35.79,21.23,21.53,7.34,7.57,5.87,6.29,13.21,13.57,23.88,23.6,2010-2011,POFF,12
Boston Celtics,106.23,104.74,8.35,7.98,9.98,13.09,33.79,32.29,23.57,17.71,8.23,8.11,4.74,7.23,16.21,15.46,24.56,22.07,2010-2011,POFF,9
Chicago Bulls,106.94,101.66,7.3,4.75,15.46,10.94,34.9,32.25,23.27,18.86,8.45,8.5,7.66,7.42,14.45,14.83,24.57,22.61,2010-2011,POFF,16
Dallas Mavericks,112.79,105.89,10.06,6.11,11.1,12.98,32.97,32.99,23.13,20.67,8.15,8.29,4.7,5.83,14.38,14.5,23.07,24.7,2010-2011,POFF,21
Denver Nuggets,103.4,108.03,7.22,8.03,7.86,13.32,32.48,37.63,18.68,17.76,7.01,6.34,3.82,9.09,12.74,13.53,25.27,26.43,2010-2011,POFF,5
Indiana Pacers,100.67,109.42,6.47,8.3,14.51,16.59,28.35,35.43,17.86,22.2,9.15,9.19,6.25,8.52,15.4,17.27,25.67,24.89,2010-2011,POFF,5
Los Angeles Lakers,108.12,109.12,5.57,8.78,14.62,8.78,32.83,32.68,21.93,25.98,8.01,8.08,5.92,4.27,14.15,14.67,23.9,24.94,2010-2011,POFF,10
Memphis Grizzlies,105.6,106.52,4.12,6.52,13.34,12.62,32.78,34.24,20.18,19.56,8.57,7.76,6.43,7.26,13.34,16.01,25.29,25.41,2010-2011,POFF,13
Miami Heat,106.97,104.19,6.81,8.43,11.7,11.67,35.64,33.32,19,21.75,8.4,8.15,6.97,4.85,14.66,13.93,22.19,24.84,2010-2011,POFF,21
New Orleans Hornets,104.08,113.75,5.24,6.48,8.93,14.54,30.1,33.6,23.5,22.59,8.35,6.88,3.5,6.88,14.37,14.74,27.57,24.95,2010-2011,POFF,6
New York Knicks,100.55,109.97,9.14,7.76,16.07,12.74,28.81,36.29,18.56,26.59,7.2,8.59,7.48,5.54,16.07,16.9,20.78,23.27,2010-2011,POFF,4
Oklahoma City Thunder,109.29,107.08,6.71,6.26,13.93,12.02,35.07,30.56,18.82,19.6,7.28,8.83,8.09,5.51,15.87,12.9,26.66,24.55,2010-2011,POFF,17
Orlando Magic,103.91,100.97,7.23,7.17,13.87,10.85,35.74,33.92,16.99,20.93,7.62,7.17,4.69,4.46,14.45,13.37,25.2,28.1,2010-2011,POFF,6
Philadelphia 76ers,101.64,110.33,7.51,6.57,12.44,15.73,35.21,39.67,23.94,19.01,7.51,6.34,4.23,7.28,10.8,12.44,23.94,17.37,2010-2011,POFF,5
Portland Trailblazers,105.59,112.22,5.99,9.22,10.98,13.63,34.13,34.07,20.36,22.85,6.79,6.21,6.19,4.41,12.58,14.03,24.95,23.45,2010-2011,POFF,6
San Antonio Spurs,102.54,106.17,5.8,3.99,11.05,10.35,34.24,35.75,19.38,21.05,7.97,7.99,6.34,5.26,15.22,13.98,23.37,26.68,2010-2011,POFF,6
Atlanta Hawks,105.51,101.64,8.14,6.46,10.79,11.77,34.19,34.37,24.51,22.38,8.87,8.17,5.02,5.17,14.48,15.74,19.5,20.88,2011-2012,REG,66
Boston Celtics,101.34,98.84,6.07,5.77,8.51,13.09,34.29,34.7,26.03,20.67,8.33,8.63,6.05,5.1,15.53,16.25,21.98,20.4,2011-2012,REG,66
Charlotte Bobcats,95.67,110.97,4.38,6.77,11.29,12.97,31.57,36.56,22.1,25.62,6.62,8.32,6.02,6.3,14.97,14.34,20.82,22.35,2011-2012,REG,66
Chicago Bulls,108,98.44,7.12,5.16,15.54,12.69,36.77,31.96,25.93,21.06,7.75,8.29,6.59,5.8,15.07,14.01,19.34,19.73,2011-2012,REG,66
Cleveland Cavaliers,101.39,109.02,7.27,7.38,13.89,12.39,32.18,34.16,21.6,25.17,7.7,8.64,4.33,6.74,15.94,14.54,21.75,22.76,2011-2012,REG,66
Dallas Mavericks,103.5,102.44,8.14,7.74,10.89,11.87,35.31,35.57,22.59,22.11,9.25,9.18,5.52,4.34,14.62,15.09,20.07,19.85,2011-2012,REG,66
Denver Nuggets,109.65,106.45,6.94,9.1,11.78,11.63,33.59,30.72,25.23,24.34,8.62,8.35,5.27,6.99,15.75,15.71,20.7,23.13,2011-2012,REG,66
Detroit Pistons,101.25,106.66,5.35,6.67,13.09,11.88,31.77,33.54,20.8,25.09,7.77,9.51,4.69,5.88,16.29,15.34,21.83,21.68,2011-2012,REG,66
Golden State Warriors,105.3,108.83,8.55,7.63,10.44,14.16,31.77,35.15,23.99,24.89,8.62,8.13,5.91,5.35,14.48,15.42,23.01,17.85,2011-2012,REG,66
Houston Rockets,105.37,105.23,7.78,6.01,12.52,11.88,32.78,33.02,22.85,21.52,8.07,8.07,5.19,5.54,14.86,15.14,21.92,19.8,2011-2012,REG,66
Indiana Pacers,106.83,103.25,6.49,7.32,13.68,13.16,34.29,33.11,20.34,21.41,8.66,7.18,5.91,6.6,14.46,15.71,23.69,23.66,2011-2012,REG,66
Los Angeles Clippers,108.93,106.44,8.7,7.81,13.54,12.09,32.88,32.5,23.44,23.23,9.41,6.72,5.33,5.03,13.81,15.74,23.67,23.79,2011-2012,REG,66
Los Angeles Lakers,106.04,104.39,5.98,7.31,13.19,12.5,37.17,32.1,24.52,23.85,6.44,9.17,5.8,4.98,15.85,11.91,18.31,21.97,2011-2012,REG,66
Memphis Grizzlies,104.21,101.84,4.6,6.92,13.81,12.1,32.31,32.43,21.44,21.15,10.49,8.6,5.74,6.03,15.29,17.89,21.88,21.16,2011-2012,REG,66
Miami Heat,106.98,100.49,6.09,7.89,11.29,11.97,33.9,31.23,21.68,21.35,9.63,9.04,5.84,4.61,15.98,17.17,21.1,22.32,2011-2012,REG,66
Milwaukee Bucks,105.54,105.35,7.04,7.08,13.24,13.14,32.03,34.56,25.03,23.17,8.85,8.07,5.41,4.8,14.58,16.47,20.56,20.66,2011-2012,REG,66
Minnesota Timberwolves,104.31,106.55,7.63,6.55,12.86,12.43,33.71,33.79,20.82,22.92,7.04,8.85,4.73,6.08,15.65,13.72,19.56,23.13,2011-2012,REG,66
New Jersey Nets,103.09,109.73,8.51,7.23,13.14,13.09,31.53,34.1,22,25.83,8.27,8.81,4.36,5.54,15.82,15.29,21.28,21.38,2011-2012,REG,66
New Orleans Hornets,100.94,105.39,4.42,7.27,12.35,12.5,33.97,32.66,23.34,23.58,8.33,8.94,5.39,6.5,16.47,14.94,22.59,21.12,2011-2012,REG,66
New York Knicks,104.74,101.54,8.39,7.22,12.05,11.66,32.63,33.24,21.54,20.29,10.09,8.71,4.48,5.43,16.36,17.36,22.56,23.36,2011-2012,REG,66
Oklahoma City Thunder,109.67,103.19,7.61,6.79,11.71,13.47,34.78,30.47,19.74,21.16,8.03,8.74,8.69,5.18,17,14.42,21.8,21.32,2011-2012,REG,66
Orlando Magic,105.04,104.3,11.35,6.97,12.55,11.41,34.89,35.01,22.26,22.76,7.68,8.36,4.65,4.63,15.8,14.3,19.87,22.33,2011-2012,REG,65
Philadelphia 76ers,104.31,98.75,5.83,5.9,12.01,11.83,36.34,36.66,24.46,21.59,8.87,6.59,5.76,5.31,11.99,14.69,19.68,18.02,2011-2012,REG,65
Phoenix Suns,106.65,106.58,7.29,6.52,11.78,13.14,33.43,33.8,24.41,23.19,7.08,8.62,6.01,4.72,14.65,14.61,20.26,21.18,2011-2012,REG,66
Portland Trailblazers,105.93,106.64,7.89,7.3,12.14,12.06,32.18,34.06,22.28,22.99,8.72,8.24,5.32,5.19,15.04,15.41,20.66,21.57,2011-2012,REG,66
Sacramento Kings,103.99,110.15,6.56,7.02,14.07,13.02,31.06,34.42,20.28,25.1,8.95,8.28,5.15,6.76,14.57,15.6,20.53,20.98,2011-2012,REG,66
San Antonio Spurs,111.22,103.65,8.97,6.71,11.1,11.07,35,33.19,24.84,21.01,7.97,7.96,4.76,5.37,14.16,14.14,18.58,20.25,2011-2012,REG,66
Toronto Raptors,101.06,104.78,6.16,6.77,11.77,11.43,35.02,33.73,23.33,22.41,7.24,8.07,5.42,5.44,16.16,14.02,25.87,20.5,2011-2012,REG,66
Utah Jazz,106.87,106.31,4.44,6.96,13.99,11.84,33.39,32.34,23.38,22.04,8.86,8.04,6.26,6.1,14.56,15.16,23.42,22.22,2011-2012,REG,66
Washington Wizards,101.05,106.67,5.63,6.99,12.67,13.32,32.29,33.85,20.63,23.31,8.62,8.54,6.82,4.93,15.71,15.76,22.97,20.21,2011-2012,REG,66
Atlanta Hawks,91.98,96.48,6.53,4.82,11.19,7.78,36.38,37.96,19.59,22.04,6.16,10,3.73,6.85,16.61,12.96,22.2,20.93,2011-2012,POFF,6
Boston Celtics,100.22,99.61,5.21,6.53,8.9,11.87,35.72,35.62,22.17,20.43,9.18,7.37,5.49,4.95,13.72,14.91,24.24,22.29,2011-2012,POFF,20
Chicago Bulls,96.38,98.47,4.95,3.82,13.14,11.26,40.38,35.88,25.71,19.66,5.91,8.59,7.62,7.25,15.62,10.5,23.43,21.57,2011-2012,POFF,6
Dallas Mavericks,102.47,108.72,8.79,8.72,11.54,7.9,32.97,34.88,17.03,19.07,8.79,9.54,3.85,7.9,15.39,13.9,22.8,26.43,2011-2012,POFF,4
Denver Nuggets,107.8,107.33,5.89,6.85,17.2,17.99,35.99,34.87,23.25,23.89,7.8,6.53,7.64,10.51,11.94,12.74,23.41,20.86,2011-2012,POFF,7
Indiana Pacers,103.41,101.97,6.52,7.04,14.06,11.91,35.99,33.13,18.51,18.43,7.86,7.76,6.21,6.32,15.72,14.7,25.03,23.19,2011-2012,POFF,11
Los Angeles Clippers,111.98,117.96,7.62,6.96,10.75,14.14,34.6,37.71,21.28,24.8,11.65,8.98,8.06,6.17,16.91,17.85,29.68,26.6,2011-2012,POFF,11
Los Angeles Lakers,105.22,109.89,5.88,5.88,15.86,14.93,34.33,35.26,21.08,21.46,6.44,8.68,8.68,8.3,13.25,11.1,22.02,24.25,2011-2012,POFF,12
Memphis Grizzlies,103.06,101.93,3.87,6.9,15.14,10.43,33.01,31.14,18.36,18.3,8.05,10.43,5.48,6.9,16.43,15.89,26.25,28.73,2011-2012,POFF,7
Miami Heat,109.97,102.12,7.71,6.25,11.49,12.05,34.19,32.51,19.75,17.91,8.25,7.77,5.6,4.33,13.85,15.3,23.23,27.05,2011-2012,POFF,23
New York Knicks,96.06,111.78,5.8,9.24,14.39,11.32,32.48,33.26,14.62,21.94,6.96,10.62,2.55,4.39,19.72,14.55,28.07,22.86,2011-2012,POFF,5
Oklahoma City Thunder,110.96,106.81,7.45,8.51,10.19,11.31,33.37,33.06,19.73,19.5,9.48,6.86,7.51,4.5,12.22,14.72,24.55,22.95,2011-2012,POFF,20
Orlando Magic,96.54,108.49,9.68,6.65,11.29,15.14,32.95,38.53,19.82,18.58,6.91,8.49,5.07,7.11,15.44,14.22,21.89,21.79,2011-2012,POFF,5
Philadelphia 76ers,97.46,98.35,4.55,4.96,12.25,10.62,35.26,38.73,20.65,25.07,8.66,7.66,6.04,6.79,12.6,15.32,21.26,23.76,2011-2012,POFF,13
San Antonio Spurs,118.8,111.99,10.98,6.66,10.07,12.57,37.27,36.05,26.62,22.48,7.57,10.24,5.41,8.16,16.22,14.74,23.71,24.4,2011-2012,POFF,14
Utah Jazz,94.26,111.14,2.46,8.97,17.49,8.42,35.52,36.96,18.31,23.37,7.1,7.88,7.38,5.98,14.21,12.23,22.13,21.47,2011-2012,POFF,4
Atlanta Hawks,105.23,104.71,9.25,8.12,9.93,12.15,33.97,34.81,26.29,23.89,8.7,9.02,4.83,4.58,15.32,15.63,19.3,20.2,2012-2013,REG,82
Brooklyn Nets,108.26,106.31,8.56,7.06,14.27,11.97,33.52,31.85,22.73,23.94,8.16,8.37,5.33,5.32,15.54,14.48,20.44,23.87,2012-2013,REG,82
Boston Celtics,103.43,103.86,6.59,7.29,8.65,12.26,33.51,34.5,24.38,23.22,8.82,8.4,4.83,5.01,14.9,15.48,22.72,20.86,2012-2013,REG,81
Charlotte Bobcats,101.86,111.79,6.24,9.51,12.19,12.9,31.76,35.13,21.1,27.5,7.86,7.56,6.37,7.5,14.28,14.79,20.76,23.19,2012-2013,REG,82
Chicago Bulls,103.72,103.42,6.05,6.15,13.93,12.24,34.13,33.53,25.6,20.98,7.98,8.15,5.66,6.48,15.2,14.56,21.95,21.85,2012-2013,REG,82
Cleveland Cavaliers,104.41,109.73,7.22,8.07,13.25,11.76,31.13,33.9,22.35,25.96,8.54,8.25,4.41,7.41,14.51,15.96,22.92,21.36,2012-2013,REG,82
Dallas Mavericks,106.17,106.77,7.76,8.22,9.82,12.61,34.18,35.22,24.4,23.1,8.3,8.93,5.81,4.35,14.17,14.71,21.74,19.8,2012-2013,REG,82
